index,Chapter,Neg,Pos,line,Positive
464,chapter_1,0.42348121996002164,0.5765187800399784,"Each visitor performed the ceremony of greeting this old aunt whom not one of them knew, not one of them wanted to know, and not one of them cared about; Anna Pavlovna observed these greetings with mournful and solemn interest and silent approval. The aunt spoke to each of them in the same words, about their health and her own, and the health of Her Majesty, ""who, thank God, was better today."" And each visitor, though politeness prevented his showing impatience, left the old woman with a sense of relief at having performed a vexatious duty and did not return to her the whole evening.",True
468,chapter_1,0.3717277222900399,0.6282722777099601,"""You know,"" said the princess in the same tone of voice and still in French, turning to a general, ""my husband is deserting me? He is going to get himself killed. Tell me what this wretched war is for?"" she added, addressing Prince Vasili, and without waiting for an answer she turned to speak to his daughter, the beautiful Helene.",True
467,chapter_1,0.3999128321578874,0.6000871678421126,"""Soyez tranquille, Lise, you will always be prettier than anyone else,"" replied Anna Pavlovna.",True
466,chapter_1,0.4734735063690828,0.5265264936309172,"The little princess went round the table with quick, short, swaying steps, her workbag on her arm, and gaily spreading out her dress sat down on a sofa near the silver samovar, as if all she was doing was a pleasure to herself and to all around her. ""I have brought my work,"" said she in French, displaying her bag and addressing all present. ""Mind, Annette, I hope you have not played a wicked trick on me,"" she added, turning to her hostess. ""You wrote that it was to be quite a small reception, and just see how badly I am dressed."" And she spread out her arms to show her short-waisted, lace-trimmed, dainty gray dress, girdled with a broad ribbon just below the breast.",True
465,chapter_1,0.23136398310949224,0.7686360168905078,"The young Princess Bolkonskaya had brought some work in a gold-embroidered velvet bag. Her pretty little upper lip, on which a delicate dark down was just perceptible, was too short for her teeth, but it lifted all the more sweetly, and was especially charming when she occasionally drew it down to meet the lower lip. As is always the case with a thoroughly attractive woman, her defect--the shortness of her upper lip and her half-open mouth--seemed to be her own special and peculiar form of beauty. Everyone brightened at the sight of this pretty young woman, so soon to become a mother, so full of life and health, and carrying her burden so lightly. Old men and dull dispirited young ones who looked at her, after being in her company and talking to her a little while, felt as if they too were becoming, like her, full of life and health. All who talked to her, and at each word saw her bright smile and the constant gleam of her white teeth, thought that they were in a specially amiable mood that day.",True
476,chapter_1,0.3775549735036884,0.6224450264963116,"""We will talk of it later,"" said Anna Pavlovna with a smile.",True
463,chapter_1,0.41243128650161365,0.5875687134983864,"To each new arrival Anna Pavlovna said, ""You have not yet seen my aunt,"" or ""You do not know my aunt?"" and very gravely conducted him or her to a little old lady, wearing large bows of ribbon in her cap, who had come sailing in from another room as soon as the guests began to arrive; and slowly turning her eyes from the visitor to her aunt, Anna Pavlovna mentioned each one's name and then left them.",True
462,chapter_1,0.4003963270442312,0.5996036729557688,The most fascinating woman in Petersburg.,True
469,chapter_1,0.19252869149612217,0.8074713085038778,"""What a delightful woman this little princess is!"" said Prince Vasili to Anna Pavlovna.",True
477,chapter_1,0.558651789160123,0.44134821083987696,"And having got rid of this young man who did not know how to behave, she resumed her duties as hostess and continued to listen and watch, ready to help at any point where the conversation might happen to flag. As the foreman of a spinning mill, when he has set the hands to work, goes round and notices here a spindle that has stopped or there one that creaks or makes more noise than it should, and hastens to check the machine or set it in proper motion, so Anna Pavlovna moved about her drawing room, approaching now a silent, now a too-noisy group, and by a word or slight rearrangement kept the conversational machine in steady, proper, and regular motion. But amid these cares her anxiety about Pierre was evident. She kept an anxious watch on him when he approached the group round Mortemart to listen to what was being said there, and again when he passed to another group whose center was the abbe.",False
460,chapter_1,0.6600053602572642,0.33999463974273575,CHAPTER II,False
461,chapter_1,0.15981351483011386,0.8401864851698861,"Anna Pavlovna's drawing room was gradually filling. The highest Petersburg society was assembled there: people differing widely in age and character but alike in the social circle to which they belonged. Prince Vasili's daughter, the beautiful Helene, came to take her father to the ambassador's entertainment; she wore a ball dress and her badge as maid of honor. The youthful little Princess Bolkonskaya, known as la femme la plus seduisante de Petersbourg,* was also there. She had been married during the previous winter, and being pregnant did not go to any large gatherings, but only to small receptions. Prince Vasili's son, Hippolyte, had come with Mortemart, whom he introduced. The Abbe Morio and many others had also come.",True
478,chapter_1,0.39417422689617576,0.6058257731038242,"Pierre had been educated abroad, and this reception at Anna Pavlovna's was the first he had attended in Russia. He knew that all the intellectual lights of Petersburg were gathered there and, like a child in a toyshop, did not know which way to look, afraid of missing any clever conversation that was to be heard. Seeing the self-confident and refined expression on the faces of those present he was always expecting to hear something very profound. At last he came up to Morio. Here the conversation seemed interesting and he stood waiting for an opportunity to express his own views, as young people are fond of doing.",True
997,chapter_10,0.5140231816138594,0.48597681838614054,CHAPTER XI,False
1012,chapter_10,0.5483969332113325,0.45160306678866746,"""You were meaning to go out, weren't you, Mamma? Do you want the carriage?"" he asked his mother with a smile.",False
1011,chapter_10,0.5300103325109486,0.46998966748905135,"The two young men, the student and the officer, friends from childhood, were of the same age and both handsome fellows, though not alike. Boris was tall and fair, and his calm and handsome face had regular, delicate features. Nicholas was short with curly hair and an open expression. Dark hairs were already showing on his upper lip, and his whole face expressed impetuosity and enthusiasm. Nicholas blushed when he entered the drawing room. He evidently tried to find something to say, but failed. Boris on the contrary at once found his footing, and related quietly and humorously how he had know that doll Mimi when she was still quite a young lady, before her nose was broken; how she had aged during the five years he had known her, and how her head had cracked right across the skull. Having said this he glanced at Natasha. She turned away from him and glanced at her younger brother, who was screwing up his eyes and shaking with suppressed laughter, and unable to control herself any longer, she jumped up and rushed from the room as fast as her nimble little feet would carry her. Boris did not laugh.",False
1010,chapter_10,0.5595859237656431,0.44041407623435697,"Meanwhile the younger generation: Boris, the officer, Anna Mikhaylovna's son; Nicholas, the undergraduate, the count's eldest son; Sonya, the count's fifteen-year-old niece, and little Petya, his youngest boy, had all settled down in the drawing room and were obviously trying to restrain within the bounds of decorum the excitement and mirth that shone in all their faces. Evidently in the back rooms, from which they had dashed out so impetuously, the conversation had been more amusing than the drawing-room talk of society scandals, the weather, and Countess Apraksina. Now and then they glanced at one another, hardly able to suppress their laughter.",False
1009,chapter_10,0.6729480587123902,0.3270519412876098,"Natasha did not like the visitor's tone of condescension to childish things. She did not reply, but looked at her seriously.",False
1008,chapter_10,0.7687888359361844,0.23121116406381556,"""Tell me, my dear,"" said she to Natasha, ""is Mimi a relation of yours? A daughter, I suppose?""",False
1007,chapter_10,0.3668339788248124,0.6331660211751876,"The visitor, compelled to look on at this family scene, thought it necessary to take some part in it.",True
1006,chapter_10,0.4226856149518222,0.5773143850481778,"Natasha, raising her face for a moment from her mother's mantilla, glanced up at her through tears of laughter, and again hid her face.",True
1004,chapter_10,0.709130635263876,0.290869364736124,"""Do you see?... My doll... Mimi... You see..."" was all Natasha managed to utter (to her everything seemed funny). She leaned against her mother and burst into such a loud, ringing fit of laughter that even the prim visitor could not help joining in.",False
1003,chapter_10,0.5668795989661348,0.4331204010338652,"This black-eyed, wide-mouthed girl, not pretty but full of life- with childish bare shoulders which after her run heaved and shook her bodice, with black curls tossed backward, thin bare arms, little legs in lace-frilled drawers, and feet in low slippers--was just at that charming age when a girl is no longer a child, though the child is not yet a young woman. Escaping from her father she ran to hide her flushed face in the lace of her mother's mantilla--not paying the least attention to her severe remark--and began to laugh. She laughed, and in fragmentary sentences tried to explain about a doll which she produced from the folds of her frock.",False
1002,chapter_10,0.4748722548092714,0.5251277451907286,"""How do you do, my dear? I wish you many happy returns of your name day,"" said the visitor. ""What a charming child,"" she added, addressing the mother.",True
1000,chapter_10,0.4678433764918155,0.5321566235081845,"""Ah, here she is!"" he exclaimed laughing. ""My pet, whose name day it is. My dear pet!""",True
999,chapter_10,0.546483573126737,0.453516426873263,"The count jumped up and, swaying from side to side, spread his arms wide and threw them round the little girl who had run in.",False
998,chapter_10,0.6327618658627693,0.3672381341372307,"Silence ensued. The countess looked at her callers, smiling affably, but not concealing the fact that she would not be distressed if they now rose and took their leave. The visitor's daughter was already smoothing down her dress with an inquiring look at her mother, when suddenly from the next room were heard the footsteps of boys and girls running to the door and the noise of a chair falling over, and a girl of thirteen, hiding something in the folds of her short muslin frock, darted in and stopped short in the middle of the room. It was evident that she had not intended her flight to bring her so far. Behind her in the doorway appeared a student with a crimson coat collar, an officer of the Guards, a girl of fifteen, and a plump rosy-faced boy in a short jacket.",False
1005,chapter_10,0.7313006645112522,0.2686993354887478,"""Now then, go away and take your monstrosity with you,"" said the mother, pushing away her daughter with pretended sternness, and turning to the visitor she added: ""She is my youngest girl.""",False
1001,chapter_10,0.4975049906377301,0.5024950093622699,"""Ma chere, there is a time for everything,"" said the countess with feigned severity. ""You spoil her, Ilya,"" she added, turning to her husband.",True
1014,chapter_10,0.5552293320848718,0.44477066791512815,"Boris quietly left the room and went in search of Natasha. The plump boy ran after them angrily, as if vexed that their program had been disturbed.",False
1013,chapter_10,0.40586317787684,0.59413682212316,"""Yes, yes, go and tell them to get it ready,"" she answered, returning his smile.",True
57,chapter_11,0.47305821871033593,0.5269417812896641,"""How plainly all these young people wear their hearts on their sleeves!"" said Anna Mikhaylovna, pointing to Nicholas as he went out. ""Cousinage--dangereux voisinage;""* she added.",True
56,chapter_11,0.3518561307361773,0.6481438692638227,"The young man, flattered, sat down nearer to her with a coquettish smile, and engaged the smiling Julie in a confidential conversation without at all noticing that his involuntary smile had stabbed the heart of Sonya, who blushed and smiled unnaturally. In the midst of his talk he glanced round at her. She gave him a passionately angry glance, and hardly able to restrain her tears and maintain the artificial smile on her lips, she got up and left the room. All Nicholas' animation vanished. He waited for the first pause in the conversation, and then with a distressed face left the room to find Sonya.",True
55,chapter_11,0.7369486806919103,0.2630513193080896,"""What a pity you weren't at the Arkharovs' on Thursday. It was so dull without you,"" said she, giving him a tender smile.",False
54,chapter_11,0.4930697454105438,0.5069302545894562,The elders began talking about Bonaparte. Julie Karagina turned to young Rostov.,True
53,chapter_11,0.33082011172862313,0.6691798882713769,"""All right, all right!"" said the old count. ""He always flares up! This Buonaparte has turned all their heads; they all think of how he rose from an ensign and became Emperor. Well, well, God grant it,"" he added, not noticing his visitor's sarcastic smile.",True
52,chapter_11,0.5532913936899464,0.44670860631005366,"The little kitten, feasting her eyes on him, seemed ready at any moment to start her gambols again and display her kittenish nature.",False
51,chapter_11,0.6521573196568995,0.34784268034310056,"""I have already told you, Papa,"" said his son, ""that if you don't wish to let me go, I'll stay. But I know I am no use anywhere except in the army; I am not a diplomat or a government clerk.--I don't know how to hide what I feel."" As he spoke he kept glancing with the flirtatiousness of a handsome youth at Sonya and the young lady visitor.",False
58,chapter_11,0.46258764565548327,0.5374123543445167,Cousinhood is a dangerous neighborhood.,True
72,chapter_11,0.5662665318038993,0.43373346819610065,"The guests got up and took their leave, promising to return to dinner.",False
48,chapter_11,0.479492633153075,0.520507366846925,"""It's not at all from friendship,"" declared Nicholas, flaring up and turning away as if from a shameful aspersion. ""It is not from friendship at all; I simply feel that the army is my vocation.""",True
47,chapter_11,0.43022655016815026,0.5697734498318497,"The visitor, not knowing what to say, shook her head.",True
46,chapter_11,0.712290841728897,0.287709158271103,"""They've been saying so a long while,"" said the count, ""and they'll say so again and again, and that will be the end of it. My dear, there's friendship for you,"" he repeated. ""He's joining the hussars.""",False
45,chapter_11,0.48525306714656713,0.5147469328534329,"""But they say that war has been declared,"" replied the visitor.",True
44,chapter_11,0.5836604051331336,0.4163395948668665,"""Ah yes, my dear,"" said the count, addressing the visitor and pointing to Nicholas, ""his friend Boris has become an officer, and so for friendship's sake he is leaving the university and me, his old father, and entering the military service, my dear. And there was a place and everything waiting for him in the Archives Department! Isn't that friendship?"" remarked the count in an inquiring tone.",False
43,chapter_11,0.33344417833652407,0.6665558216634759,"The only young people remaining in the drawing room, not counting the young lady visitor and the countess' eldest daughter (who was four years older than her sister and behaved already like a grown-up person), were Nicholas and Sonya, the niece. Sonya was a slender little brunette with a tender look in her eyes which were veiled by long lashes, thick black plaits coiling twice round her head, and a tawny tint in her complexion and especially in the color of her slender but graceful and muscular arms and neck. By the grace of her movements, by the softness and flexibility of her small limbs, and by a certain coyness and reserve of manner, she reminded one of a pretty, half-grown kitten which promises to become a beautiful little cat. She evidently considered it proper to show an interest in the general conversation by smiling, but in spite of herself her eyes under their thick long lashes watched her cousin who was going to join the army, with such passionate girlish adoration that her smile could not for a single instant impose upon anyone, and it was clear that the kitten had settled down only to spring up with more energy and again play with her cousin as soon as they too could, like Natasha and Boris, escape from the drawing room.",True
42,chapter_11,0.5066092738849304,0.49339072611506957,CHAPTER XII,False
49,chapter_11,0.47400704635107394,0.5259929536489261,He glanced at his cousin and the young lady visitor; and they were both regarding him with a smile of approbation.,True
50,chapter_11,0.3385747896728789,0.6614252103271211,"""Schubert, the colonel of the Pavlograd Hussars, is dining with us today. He has been here on leave and is taking Nicholas back with him. It can't be helped!"" said the count, shrugging his shoulders and speaking playfully of a matter that evidently distressed him.",True
73,chapter_11,0.46946171263427694,0.5305382873657231,"""What manners! I thought they would never go,"" said the countess, when she had seen her guests out.",True
61,chapter_11,0.19323629771757544,0.8067637022824246,"""Yes, you're quite right,"" continued the countess. ""Till now I have always, thank God, been my children's friend and had their full confidence,"" said she, repeating the mistake of so many parents who imagine that their children have no secrets from them. ""I know I shall always be my daughters' first confidante, and that if Nicholas, with his impulsive nature, does get into mischief (a boy can't help it), he will all the same never be like those Petersburg young men.""",True
59,chapter_11,0.22307788355889213,0.7769221164411079,"""Yes,"" said the countess when the brightness these young people had brought into the room had vanished; and as if answering a question no one had put but which was always in her mind, ""and how much suffering, how much anxiety one has had to go through that we might rejoice in them now! And yet really the anxiety is greater now than the joy. One is always, always anxious! Especially just at this age, so dangerous both for girls and boys.""",True
60,chapter_11,0.48970202895639336,0.5102979710436066,"""It all depends on the bringing up,"" remarked the visitor.",True
62,chapter_11,0.43748768651789716,0.5625123134821028,"""Yes, they are splendid, splendid youngsters,"" chimed in the count, who always solved questions that seemed to him perplexing by deciding that everything was splendid. ""Just fancy: wants to be an hussar. What's one to do, my dear?""",True
63,chapter_11,0.5397737135246191,0.4602262864753809,"""What a charming creature your younger girl is,"" said the visitor; ""a little volcano!""",False
65,chapter_11,0.3609792600090561,0.6390207399909439,"""Isn't she too young? I have heard that it harms the voice to train it at that age.""",True
64,chapter_11,0.4935372072599421,0.5064627927400579,"""Yes, a regular volcano,"" said the count. ""Takes after me! And what a voice she has; though she's my daughter, I tell the truth when I say she'll be a singer, a second Salomoni! We have engaged an Italian to give her lessons.""",True
67,chapter_11,0.47727657578573557,0.5227234242142644,"""And she's in love with Boris already. Just fancy!"" said the countess with a gentle smile, looking at Boris' and went on, evidently concerned with a thought that always occupied her: ""Now you see if I were to be severe with her and to forbid it... goodness knows what they might be up to on the sly"" (she meant that they would be kissing), ""but as it is, I know every word she utters. She will come running to me of her own accord in the evening and tell me everything. Perhaps I spoil her, but really that seems the best plan. With her elder sister I was stricter.""",True
68,chapter_11,0.3196119747021986,0.6803880252978014,"""Yes, I was brought up quite differently,"" remarked the handsome elder daughter, Countess Vera, with a smile.",True
69,chapter_11,0.5399154515232547,0.46008454847674524,"But the smile did not enhance Vera's beauty as smiles generally do; on the contrary it gave her an unnatural, and therefore unpleasant, expression. Vera was good-looking, not at all stupid, quick at learning, was well brought up, and had a pleasant voice; what she said was true and appropriate, yet, strange to say, everyone- the visitors and countess alike--turned to look at her as if wondering why she had said it, and they all felt awkward.",False
70,chapter_11,0.5961971757803088,0.4038028242196912,"""People are always too clever with their eldest children and try to make something exceptional of them,"" said the visitor.",False
71,chapter_11,0.5662456075763999,0.43375439242360014,"""What's the good of denying it, my dear? Our dear countess was too clever with Vera,"" said the count. ""Well, what of that? She's turned out splendidly all the same,"" he added, winking at Vera.",False
66,chapter_11,0.6878329978421117,0.3121670021578883,"""Oh no, not at all too young!"" replied the count. ""Why, our mothers used to be married at twelve or thirteen.""",False
885,chapter_12,0.5473902050449401,0.45260979495505993,She took his arm and with a happy face went with him into the adjoining sitting room.,False
